Rainfall - (MM), Year, Statistics, Country, ISO3
46.3467, 1989, Feb Average, Bahamas, The, BHS
74.1641, 1989, Mar Average, Bahamas, The, BHS
141.722, 1989, Apr Average, Bahamas, The, BHS
80.7913, 1989, May Average, Bahamas, The, BHS
87.355, 1989, Jun Average, Bahamas, The, BHS
140.796, 1989, Jul Average, Bahamas, The, BHS
231.25, 1989, Aug Average, Bahamas, The, BHS
135.064, 1989, Sep Average, Bahamas, The, BHS
75.9506, 1989, Oct Average, Bahamas, The, BHS
74.039, 1989, Nov Average, Bahamas, The, BHS
44.9607, 1989, Dec Average, Bahamas, The, BHS
34.0343, 1990, Jan Average, Bahamas, The, BHS
46.7816, 1990, Feb Average, Bahamas, The, BHS
63.3124, 1990, Mar Average, Bahamas, The, BHS
107.37, 1990, Apr Average, Bahamas, The, BHS
141.251, 1990, May Average, Bahamas, The, BHS
146.943, 1990, Jun Average, Bahamas, The, BHS
142.127, 1990, Jul Average, Bahamas, The, BHS
205.657, 1990, Aug Average, Bahamas, The, BHS
125.331, 1990, Sep Average, Bahamas, The, BHS
127.426, 1990, Oct Average, Bahamas, The, BHS
39.4374, 1990, Nov Average, Bahamas, The, BHS
25.0838, 1990, Dec Average, Bahamas, The, BHS
55.4606, 1991, Jan Average, Bahamas, The, BHS
28.9566, 1991, Feb Average, Bahamas, The, BHS
62.7395, 1991, Mar Average, Bahamas, The, BHS
127.315, 1991, Apr Average, Bahamas, The, BHS
96.1168, 1991, May Average, Bahamas, The, BHS
181.425, 1991, Jun Average, Bahamas, The, BHS
142.522, 1991, Jul Average, Bahamas, The, BHS
154.015, 1991, Aug Average, Bahamas, The, BHS
196.868, 1991, Sep Average, Bahamas, The, BHS
131.166, 1991, Oct Average, Bahamas, The, BHS
94.8547, 1991, Nov Average, Bahamas, The, BHS
35.0753, 1991, Dec Average, Bahamas, The, BHS
17.1381, 1992, Jan Average, Bahamas, The, BHS
77.1989, 1992, Feb Average, Bahamas, The, BHS
64.9919, 1992, Mar Average, Bahamas, The, BHS
121.651, 1992, Apr Average, Bahamas, The, BHS
72.1696, 1992, May Average, Bahamas, The, BHS
216.837, 1992, Jun Average, Bahamas, The, BHS
56.7818, 1992, Jul Average, Bahamas, The, BHS
134.473, 1992, Aug Average, Bahamas, The, BHS
151.597, 1992, Sep Average, Bahamas, The, BHS
51.7644, 1992, Oct Average, Bahamas, The, BHS
82.2373, 1992, Nov Average, Bahamas, The, BHS
22.3048, 1992, Dec Average, Bahamas, The, BHS
111.08, 1993, Jan Average, Bahamas, The, BHS
58.743, 1993, Feb Average, Bahamas, The, BHS
128.355, 1993, Mar Average, Bahamas, The, BHS
158.577, 1993, Apr Average, Bahamas, The, BHS
181.813, 1993, May Average, Bahamas, The, BHS
117.051, 1993, Jun Average, Bahamas, The, BHS
102.262, 1993, Jul Average, Bahamas, The, BHS
117.872, 1993, Aug Average, Bahamas, The, BHS
154.309, 1993, Sep Average, Bahamas, The, BHS
105.119, 1993, Oct Average, Bahamas, The, BHS
96.076, 1993, Nov Average, Bahamas, The, BHS
27.5756, 1993, Dec Average, Bahamas, The, BHS
72.1921, 1994, Jan Average, Bahamas, The, BHS
64.0967, 1994, Feb Average, Bahamas, The, BHS
62.3027, 1994, Mar Average, Bahamas, The, BHS
149.783, 1994, Apr Average, Bahamas, The, BHS
139.742, 1994, May Average, Bahamas, The, BHS
108.442, 1994, Jun Average, Bahamas, The, BHS
95.0275, 1994, Jul Average, Bahamas, The, BHS
146.394, 1994, Aug Average, Bahamas, The, BHS
169.059, 1994, Sep Average, Bahamas, The, BHS
76.7408, 1994, Oct Average, Bahamas, The, BHS
147.152, 1994, Nov Average, Bahamas, The, BHS
79.7945, 1994, Dec Average, Bahamas, The, BHS
48.0331, 1995, Jan Average, Bahamas, The, BHS
49.1703, 1995, Feb Average, Bahamas, The, BHS
80.7837, 1995, Mar Average, Bahamas, The, BHS
130.774, 1995, Apr Average, Bahamas, The, BHS
151.172, 1995, May Average, Bahamas, The, BHS
288.671, 1995, Jun Average, Bahamas, The, BHS
204.659, 1995, Jul Average, Bahamas, The, BHS
239.921, 1995, Aug Average, Bahamas, The, BHS
211.444, 1995, Sep Average, Bahamas, The, BHS
165.073, 1995, Oct Average, Bahamas, The, BHS
98.4178, 1995, Nov Average, Bahamas, The, BHS
38.1467, 1995, Dec Average, Bahamas, The, BHS
52.8372, 1996, Jan Average, Bahamas, The, BHS
34.3417, 1996, Feb Average, Bahamas, The, BHS
125.902, 1996, Mar Average, Bahamas, The, BHS
75.0321, 1996, Apr Average, Bahamas, The, BHS
223.412, 1996, May Average, Bahamas, The, BHS
244.259, 1996, Jun Average, Bahamas, The, BHS
71.3793, 1996, Jul Average, Bahamas, The, BHS
160.46, 1996, Aug Average, Bahamas, The, BHS
130.628, 1996, Sep Average, Bahamas, The, BHS
199.264, 1996, Oct Average, Bahamas, The, BHS
66.5482, 1996, Nov Average, Bahamas, The, BHS
36.1108, 1996, Dec Average, Bahamas, The, BHS
59.8509, 1997, Jan Average, Bahamas, The, BHS
39.1258, 1997, Feb Average, Bahamas, The, BHS
48.6305, 1997, Mar Average, Bahamas, The, BHS
85.6765, 1997, Apr Average, Bahamas, The, BHS
100.499, 1997, May Average, Bahamas, The, BHS
322.025, 1997, Jun Average, Bahamas, The, BHS
133.717, 1997, Jul Average, Bahamas, The, BHS
185.73, 1997, Aug Average, Bahamas, The, BHS
211.806, 1997, Sep Average, Bahamas, The, BHS
72.4752, 1997, Oct Average, Bahamas, The, BHS
88.2896, 1997, Nov Average, Bahamas, The, BHS
76.4345, 1997, Dec Average, Bahamas, The, BHS
44.4884, 1998, Jan Average, Bahamas, The, BHS
119.299, 1998, Feb Average, Bahamas, The, BHS
196.764, 1998, Mar Average, Bahamas, The, BHS
13.9645, 1998, Apr Average, Bahamas, The, BHS
59.444, 1998, May Average, Bahamas, The, BHS
65.3937, 1998, Jun Average, Bahamas, The, BHS
137.448, 1998, Jul Average, Bahamas, The, BHS
184.784, 1998, Aug Average, Bahamas, The, BHS
211.509, 1998, Sep Average, Bahamas, The, BHS
103.807, 1998, Oct Average, Bahamas, The, BHS
59.8904, 1998, Nov Average, Bahamas, The, BHS
31.9118, 1998, Dec Average, Bahamas, The, BHS
46.886, 1999, Jan Average, Bahamas, The, BHS
20.4666, 1999, Feb Average, Bahamas, The, BHS
22.0099, 1999, Mar Average, Bahamas, The, BHS
55.8746, 1999, Apr Average, Bahamas, The, BHS
112.334, 1999, May Average, Bahamas, The, BHS
184.044, 1999, Jun Average, Bahamas, The, BHS
99.5831, 1999, Jul Average, Bahamas, The, BHS
124.942, 1999, Aug Average, Bahamas, The, BHS
158.026, 1999, Sep Average, Bahamas, The, BHS
167.47, 1999, Oct Average, Bahamas, The, BHS
50.7065, 1999, Nov Average, Bahamas, The, BHS
20.1309, 1999, Dec Average, Bahamas, The, BHS
53.5631, 2000, Jan Average, Bahamas, The, BHS
69.5341, 2000, Feb Average, Bahamas, The, BHS
41.6876, 2000, Mar Average, Bahamas, The, BHS
95.6906, 2000, Apr Average, Bahamas, The, BHS
52.7924, 2000, May Average, Bahamas, The, BHS
134.18, 2000, Jun Average, Bahamas, The, BHS
126.532, 2000, Jul Average, Bahamas, The, BHS
222.363, 2000, Aug Average, Bahamas, The, BHS
202.345, 2000, Sep Average, Bahamas, The, BHS
137.873, 2000, Oct Average, Bahamas, The, BHS
23.3228, 2000, Nov Average, Bahamas, The, BHS
74.239, 2000, Dec Average, Bahamas, The, BHS
52.2048, 2001, Jan Average, Bahamas, The, BHS
15.0297, 2001, Feb Average, Bahamas, The, BHS
141.338, 2001, Mar Average, Bahamas, The, BHS
70.6941, 2001, Apr Average, Bahamas, The, BHS
249.747, 2001, May Average, Bahamas, The, BHS
144.053, 2001, Jun Average, Bahamas, The, BHS
181.674, 2001, Jul Average, Bahamas, The, BHS
121.643, 2001, Aug Average, Bahamas, The, BHS
222.185, 2001, Sep Average, Bahamas, The, BHS
180.995, 2001, Oct Average, Bahamas, The, BHS
75.4798, 2001, Nov Average, Bahamas, The, BHS
67.4855, 2001, Dec Average, Bahamas, The, BHS
58.1989, 2002, Jan Average, Bahamas, The, BHS
65.023, 2002, Feb Average, Bahamas, The, BHS
54.5514, 2002, Mar Average, Bahamas, The, BHS
27.1926, 2002, Apr Average, Bahamas, The, BHS
226.708, 2002, May Average, Bahamas, The, BHS
206.62, 2002, Jun Average, Bahamas, The, BHS
131.656, 2002, Jul Average, Bahamas, The, BHS
150.229, 2002, Aug Average, Bahamas, The, BHS
282.037, 2002, Sep Average, Bahamas, The, BHS
76.0759, 2002, Oct Average, Bahamas, The, BHS
58.8052, 2002, Nov Average, Bahamas, The, BHS
26.4175, 2002, Dec Average, Bahamas, The, BHS
51.491, 2003, Jan Average, Bahamas, The, BHS
34.5289, 2003, Feb Average, Bahamas, The, BHS
128.423, 2003, Mar Average, Bahamas, The, BHS
163.807, 2003, Apr Average, Bahamas, The, BHS
124.228, 2003, May Average, Bahamas, The, BHS
131.843, 2003, Jun Average, Bahamas, The, BHS
75.0174, 2003, Jul Average, Bahamas, The, BHS
127.243, 2003, Aug Average, Bahamas, The, BHS
151.893, 2003, Sep Average, Bahamas, The, BHS
113.306, 2003, Oct Average, Bahamas, The, BHS
109.8, 2003, Nov Average, Bahamas, The, BHS
61.1194, 2003, Dec Average, Bahamas, The, BHS
35.5, 2004, Jan Average, Bahamas, The, BHS
48.9039, 2004, Feb Average, Bahamas, The, BHS
20.299, 2004, Mar Average, Bahamas, The, BHS
71.4134, 2004, Apr Average, Bahamas, The, BHS
138.808, 2004, May Average, Bahamas, The, BHS
91.2828, 2004, Jun Average, Bahamas, The, BHS
189.722, 2004, Jul Average, Bahamas, The, BHS
164.295, 2004, Aug Average, Bahamas, The, BHS
169.685, 2004, Sep Average, Bahamas, The, BHS
52.9383, 2004, Oct Average, Bahamas, The, BHS
19.8477, 2004, Nov Average, Bahamas, The, BHS
23.7904, 2004, Dec Average, Bahamas, The, BHS
30.0985, 2005, Jan Average, Bahamas, The, BHS
14.5417, 2005, Feb Average, Bahamas, The, BHS
64.0493, 2005, Mar Average, Bahamas, The, BHS
108.409, 2005, Apr Average, Bahamas, The, BHS
110.636, 2005, May Average, Bahamas, The, BHS
304.062, 2005, Jun Average, Bahamas, The, BHS
88.9193, 2005, Jul Average, Bahamas, The, BHS
192.003, 2005, Aug Average, Bahamas, The, BHS
192.891, 2005, Sep Average, Bahamas, The, BHS
169.906, 2005, Oct Average, Bahamas, The, BHS
64.626, 2005, Nov Average, Bahamas, The, BHS
31.6078, 2005, Dec Average, Bahamas, The, BHS
23.3325, 2006, Jan Average, Bahamas, The, BHS
71.6877, 2006, Feb Average, Bahamas, The, BHS
17.9631, 2006, Mar Average, Bahamas, The, BHS
61.2125, 2006, Apr Average, Bahamas, The, BHS
157.82, 2006, May Average, Bahamas, The, BHS
162.181, 2006, Jun Average, Bahamas, The, BHS
141.228, 2006, Jul Average, Bahamas, The, BHS
167.232, 2006, Aug Average, Bahamas, The, BHS
174.806, 2006, Sep Average, Bahamas, The, BHS
64.2178, 2006, Oct Average, Bahamas, The, BHS
88.4125, 2006, Nov Average, Bahamas, The, BHS
60.4155, 2006, Dec Average, Bahamas, The, BHS
48.0212, 2007, Jan Average, Bahamas, The, BHS
87.9302, 2007, Feb Average, Bahamas, The, BHS
69.9447, 2007, Mar Average, Bahamas, The, BHS
155.56, 2007, Apr Average, Bahamas, The, BHS
216.69, 2007, May Average, Bahamas, The, BHS
243.374, 2007, Jun Average, Bahamas, The, BHS
159.97, 2007, Jul Average, Bahamas, The, BHS
107.146, 2007, Aug Average, Bahamas, The, BHS
206.585, 2007, Sep Average, Bahamas, The, BHS
219.719, 2007, Oct Average, Bahamas, The, BHS
55.5364, 2007, Nov Average, Bahamas, The, BHS
44.6408, 2007, Dec Average, Bahamas, The, BHS
51.5775, 2008, Jan Average, Bahamas, The, BHS
52.4473, 2008, Feb Average, Bahamas, The, BHS
69.831, 2008, Mar Average, Bahamas, The, BHS
63.5406, 2008, Apr Average, Bahamas, The, BHS
99.2419, 2008, May Average, Bahamas, The, BHS
124.371, 2008, Jun Average, Bahamas, The, BHS
154.529, 2008, Jul Average, Bahamas, The, BHS
180.427, 2008, Aug Average, Bahamas, The, BHS
239.988, 2008, Sep Average, Bahamas, The, BHS
96.7867, 2008, Oct Average, Bahamas, The, BHS
58.5763, 2008, Nov Average, Bahamas, The, BHS
57.0027, 2008, Dec Average, Bahamas, The, BHS
32.7355, 2009, Jan Average, Bahamas, The, BHS
20.9455, 2009, Feb Average, Bahamas, The, BHS
57.6276, 2009, Mar Average, Bahamas, The, BHS
47.0016, 2009, Apr Average, Bahamas, The, BHS
305.368, 2009, May Average, Bahamas, The, BHS
179.93, 2009, Jun Average, Bahamas, The, BHS
95.5678, 2009, Jul Average, Bahamas, The, BHS
109.191, 2009, Aug Average, Bahamas, The, BHS
178.089, 2009, Sep Average, Bahamas, The, BHS
46.8917, 2009, Oct Average, Bahamas, The, BHS
59.1916, 2009, Nov Average, Bahamas, The, BHS
82.3802, 2009, Dec Average, Bahamas, The, BHS
30.5255, 2010, Jan Average, Bahamas, The, BHS
111.721, 2010, Feb Average, Bahamas, The, BHS
65.2336, 2010, Mar Average, Bahamas, The, BHS
153.92, 2010, Apr Average, Bahamas, The, BHS
78.8508, 2010, May Average, Bahamas, The, BHS
79.5644, 2010, Jun Average, Bahamas, The, BHS
179.296, 2010, Jul Average, Bahamas, The, BHS
174.114, 2010, Aug Average, Bahamas, The, BHS
221.9, 2010, Sep Average, Bahamas, The, BHS
152.217, 2010, Oct Average, Bahamas, The, BHS
61.7514, 2010, Nov Average, Bahamas, The, BHS
41.2185, 2010, Dec Average, Bahamas, The, BHS
56.8934, 2011, Jan Average, Bahamas, The, BHS
27.1801, 2011, Feb Average, Bahamas, The, BHS
24.6899, 2011, Mar Average, Bahamas, The, BHS
70.2444, 2011, Apr Average, Bahamas, The, BHS
60.5368, 2011, May Average, Bahamas, The, BHS
117.243, 2011, Jun Average, Bahamas, The, BHS
139.497, 2011, Jul Average, Bahamas, The, BHS
191.936, 2011, Aug Average, Bahamas, The, BHS
241.721, 2011, Sep Average, Bahamas, The, BHS
183.437, 2011, Oct Average, Bahamas, The, BHS
30.4277, 2011, Nov Average, Bahamas, The, BHS
36.0412, 2011, Dec Average, Bahamas, The, BHS
10.8735, 2012, Jan Average, Bahamas, The, BHS
47.7928, 2012, Feb Average, Bahamas, The, BHS
59.6408, 2012, Mar Average, Bahamas, The, BHS
187.292, 2012, Apr Average, Bahamas, The, BHS
223.129, 2012, May Average, Bahamas, The, BHS
153.977, 2012, Jun Average, Bahamas, The, BHS
153.065, 2012, Jul Average, Bahamas, The, BHS
261.998, 2012, Aug Average, Bahamas, The, BHS
210.457, 2012, Sep Average, Bahamas, The, BHS
125.248, 2012, Oct Average, Bahamas, The, BHS
26.5113, 2012, Nov Average, Bahamas, The, BHS
51.599, 2012, Dec Average, Bahamas, The, BHS
10.3789, 2013, Jan Average, Bahamas, The, BHS
57.0641, 2013, Feb Average, Bahamas, The, BHS
34.7738, 2013, Mar Average, Bahamas, The, BHS
105.174, 2013, Apr Average, Bahamas, The, BHS
217.584, 2013, May Average, Bahamas, The, BHS
115.173, 2013, Jun Average, Bahamas, The, BHS
208.052, 2013, Jul Average, Bahamas, The, BHS
133.955, 2013, Aug Average, Bahamas, The, BHS
169.17, 2013, Sep Average, Bahamas, The, BHS
64.3868, 2013, Oct Average, Bahamas, The, BHS
93.3494, 2013, Nov Average, Bahamas, The, BHS
26.0722, 2013, Dec Average, Bahamas, The, BHS
61.6012, 2014, Jan Average, Bahamas, The, BHS
33.9633, 2014, Feb Average, Bahamas, The, BHS
44.3924, 2014, Mar Average, Bahamas, The, BHS
157.983, 2014, Apr Average, Bahamas, The, BHS
148.362, 2014, May Average, Bahamas, The, BHS
291.421, 2014, Jun Average, Bahamas, The, BHS
131.545, 2014, Jul Average, Bahamas, The, BHS
210.78, 2014, Aug Average, Bahamas, The, BHS
145.178, 2014, Sep Average, Bahamas, The, BHS
83.4629, 2014, Oct Average, Bahamas, The, BHS
82.8271, 2014, Nov Average, Bahamas, The, BHS
33.9792, 2014, Dec Average, Bahamas, The, BHS
12.7132, 2015, Jan Average, Bahamas, The, BHS
58.4886, 2015, Feb Average, Bahamas, The, BHS
116.999, 2015, Mar Average, Bahamas, The, BHS
103.941, 2015, Apr Average, Bahamas, The, BHS
111.377, 2015, May Average, Bahamas, The, BHS
133.72, 2015, Jun Average, Bahamas, The, BHS
87.2149, 2015, Jul Average, Bahamas, The, BHS
191.57, 2015, Aug Average, Bahamas, The, BHS
140.762, 2015, Sep Average, Bahamas, The, BHS
120.363, 2015, Oct Average, Bahamas, The, BHS
81.3283, 2015, Nov Average, Bahamas, The, BHS
69.3616, 2015, Dec Average, Bahamas, The, BHS
116.119, 2016, Jan Average, Bahamas, The, BHS
68.048, 2016, Feb Average, Bahamas, The, BHS
65.3507, 2016, Mar Average, Bahamas, The, BHS
92.8992, 2016, Apr Average, Bahamas, The, BHS
225.613, 2016, May Average, Bahamas, The, BHS
153.047, 2016, Jun Average, Bahamas, The, BHS
78.7492, 2016, Jul Average, Bahamas, The, BHS
171.256, 2016, Aug Average, Bahamas, The, BHS
202.744, 2016, Sep Average, Bahamas, The, BHS
202.358, 2016, Oct Average, Bahamas, The, BHS
46.0235, 2016, Nov Average, Bahamas, The, BHS
22.939, 2016, Dec Average, Bahamas, The, BHS
