Temperature - (Celsius), Year, Statistics, Country, ISO3
22.4735, 1976, Apr Average, Tanzania, United Republic of, TZA
21.6547, 1976, May Average, Tanzania, United Republic of, TZA
20.6669, 1976, Jun Average, Tanzania, United Republic of, TZA
19.8102, 1976, Jul Average, Tanzania, United Republic of, TZA
20.6153, 1976, Aug Average, Tanzania, United Republic of, TZA
22.4497, 1976, Sep Average, Tanzania, United Republic of, TZA
23.7345, 1976, Oct Average, Tanzania, United Republic of, TZA
23.9618, 1976, Nov Average, Tanzania, United Republic of, TZA
23.8785, 1976, Dec Average, Tanzania, United Republic of, TZA
23.205, 1977, Jan Average, Tanzania, United Republic of, TZA
23.1702, 1977, Feb Average, Tanzania, United Republic of, TZA
23.2053, 1977, Mar Average, Tanzania, United Republic of, TZA
22.5308, 1977, Apr Average, Tanzania, United Republic of, TZA
21.9737, 1977, May Average, Tanzania, United Republic of, TZA
20.5687, 1977, Jun Average, Tanzania, United Republic of, TZA
20.3214, 1977, Jul Average, Tanzania, United Republic of, TZA
21.2249, 1977, Aug Average, Tanzania, United Republic of, TZA
22.8242, 1977, Sep Average, Tanzania, United Republic of, TZA
24.1764, 1977, Oct Average, Tanzania, United Republic of, TZA
23.1692, 1977, Nov Average, Tanzania, United Republic of, TZA
22.8125, 1977, Dec Average, Tanzania, United Republic of, TZA
22.852, 1978, Jan Average, Tanzania, United Republic of, TZA
23.4268, 1978, Feb Average, Tanzania, United Republic of, TZA
22.8116, 1978, Mar Average, Tanzania, United Republic of, TZA
22.6375, 1978, Apr Average, Tanzania, United Republic of, TZA
21.3445, 1978, May Average, Tanzania, United Republic of, TZA
20.1724, 1978, Jun Average, Tanzania, United Republic of, TZA
19.7713, 1978, Jul Average, Tanzania, United Republic of, TZA
21.5352, 1978, Aug Average, Tanzania, United Republic of, TZA
22.6552, 1978, Sep Average, Tanzania, United Republic of, TZA
23.7782, 1978, Oct Average, Tanzania, United Republic of, TZA
23.2028, 1978, Nov Average, Tanzania, United Republic of, TZA
22.6615, 1978, Dec Average, Tanzania, United Republic of, TZA
22.8298, 1979, Jan Average, Tanzania, United Republic of, TZA
22.8669, 1979, Feb Average, Tanzania, United Republic of, TZA
23.0404, 1979, Mar Average, Tanzania, United Republic of, TZA
22.5484, 1979, Apr Average, Tanzania, United Republic of, TZA
21.5812, 1979, May Average, Tanzania, United Republic of, TZA
19.7986, 1979, Jun Average, Tanzania, United Republic of, TZA
19.8349, 1979, Jul Average, Tanzania, United Republic of, TZA
21.2135, 1979, Aug Average, Tanzania, United Republic of, TZA
22.2652, 1979, Sep Average, Tanzania, United Republic of, TZA
23.5894, 1979, Oct Average, Tanzania, United Republic of, TZA
23.831, 1979, Nov Average, Tanzania, United Republic of, TZA
23.5868, 1979, Dec Average, Tanzania, United Republic of, TZA
23.2833, 1980, Jan Average, Tanzania, United Republic of, TZA
23.5085, 1980, Feb Average, Tanzania, United Republic of, TZA
23.11, 1980, Mar Average, Tanzania, United Republic of, TZA
23.0249, 1980, Apr Average, Tanzania, United Republic of, TZA
22.0228, 1980, May Average, Tanzania, United Republic of, TZA
19.896, 1980, Jun Average, Tanzania, United Republic of, TZA
19.8666, 1980, Jul Average, Tanzania, United Republic of, TZA
20.8877, 1980, Aug Average, Tanzania, United Republic of, TZA
22.4221, 1980, Sep Average, Tanzania, United Republic of, TZA
23.4706, 1980, Oct Average, Tanzania, United Republic of, TZA
23.7277, 1980, Nov Average, Tanzania, United Republic of, TZA
22.8707, 1980, Dec Average, Tanzania, United Republic of, TZA
23.4598, 1981, Jan Average, Tanzania, United Republic of, TZA
23.5937, 1981, Feb Average, Tanzania, United Republic of, TZA
23.1945, 1981, Mar Average, Tanzania, United Republic of, TZA
22.3612, 1981, Apr Average, Tanzania, United Republic of, TZA
21.2582, 1981, May Average, Tanzania, United Republic of, TZA
20.035, 1981, Jun Average, Tanzania, United Republic of, TZA
19.5711, 1981, Jul Average, Tanzania, United Republic of, TZA
21.1285, 1981, Aug Average, Tanzania, United Republic of, TZA
22.2949, 1981, Sep Average, Tanzania, United Republic of, TZA
23.3304, 1981, Oct Average, Tanzania, United Republic of, TZA
24.2226, 1981, Nov Average, Tanzania, United Republic of, TZA
23.4899, 1981, Dec Average, Tanzania, United Republic of, TZA
23.448, 1982, Jan Average, Tanzania, United Republic of, TZA
23.543, 1982, Feb Average, Tanzania, United Republic of, TZA
23.3953, 1982, Mar Average, Tanzania, United Republic of, TZA
22.5884, 1982, Apr Average, Tanzania, United Republic of, TZA
21.7134, 1982, May Average, Tanzania, United Republic of, TZA
20.7689, 1982, Jun Average, Tanzania, United Republic of, TZA
20.2624, 1982, Jul Average, Tanzania, United Republic of, TZA
20.9355, 1982, Aug Average, Tanzania, United Republic of, TZA
22.2656, 1982, Sep Average, Tanzania, United Republic of, TZA
22.874, 1982, Oct Average, Tanzania, United Republic of, TZA
23.2892, 1982, Nov Average, Tanzania, United Republic of, TZA
23.5871, 1982, Dec Average, Tanzania, United Republic of, TZA
23.6951, 1983, Jan Average, Tanzania, United Republic of, TZA
23.978, 1983, Feb Average, Tanzania, United Republic of, TZA
24.2113, 1983, Mar Average, Tanzania, United Republic of, TZA
23.5342, 1983, Apr Average, Tanzania, United Republic of, TZA
22.7632, 1983, May Average, Tanzania, United Republic of, TZA
21.7814, 1983, Jun Average, Tanzania, United Republic of, TZA
20.9588, 1983, Jul Average, Tanzania, United Republic of, TZA
21.2553, 1983, Aug Average, Tanzania, United Republic of, TZA
22.6242, 1983, Sep Average, Tanzania, United Republic of, TZA
23.7157, 1983, Oct Average, Tanzania, United Republic of, TZA
24.2851, 1983, Nov Average, Tanzania, United Republic of, TZA
23.0271, 1983, Dec Average, Tanzania, United Republic of, TZA
22.6645, 1984, Jan Average, Tanzania, United Republic of, TZA
22.9697, 1984, Feb Average, Tanzania, United Republic of, TZA
23.3146, 1984, Mar Average, Tanzania, United Republic of, TZA
22.43, 1984, Apr Average, Tanzania, United Republic of, TZA
22.0226, 1984, May Average, Tanzania, United Republic of, TZA
20.4677, 1984, Jun Average, Tanzania, United Republic of, TZA
20.5313, 1984, Jul Average, Tanzania, United Republic of, TZA
20.7047, 1984, Aug Average, Tanzania, United Republic of, TZA
22.6387, 1984, Sep Average, Tanzania, United Republic of, TZA
23.5257, 1984, Oct Average, Tanzania, United Republic of, TZA
22.9878, 1984, Nov Average, Tanzania, United Republic of, TZA
22.9361, 1984, Dec Average, Tanzania, United Republic of, TZA
23.33, 1985, Jan Average, Tanzania, United Republic of, TZA
22.8385, 1985, Feb Average, Tanzania, United Republic of, TZA
22.8366, 1985, Mar Average, Tanzania, United Republic of, TZA
22.3101, 1985, Apr Average, Tanzania, United Republic of, TZA
21.5673, 1985, May Average, Tanzania, United Republic of, TZA
20.1934, 1985, Jun Average, Tanzania, United Republic of, TZA
20.0158, 1985, Jul Average, Tanzania, United Republic of, TZA
20.7865, 1985, Aug Average, Tanzania, United Republic of, TZA
22.3775, 1985, Sep Average, Tanzania, United Republic of, TZA
23.3456, 1985, Oct Average, Tanzania, United Republic of, TZA
23.2064, 1985, Nov Average, Tanzania, United Republic of, TZA
23.1735, 1985, Dec Average, Tanzania, United Republic of, TZA
22.9613, 1986, Jan Average, Tanzania, United Republic of, TZA
23.1823, 1986, Feb Average, Tanzania, United Republic of, TZA
22.9837, 1986, Mar Average, Tanzania, United Republic of, TZA
22.6253, 1986, Apr Average, Tanzania, United Republic of, TZA
21.822, 1986, May Average, Tanzania, United Republic of, TZA
19.963, 1986, Jun Average, Tanzania, United Republic of, TZA
19.78, 1986, Jul Average, Tanzania, United Republic of, TZA
21.0925, 1986, Aug Average, Tanzania, United Republic of, TZA
22.4213, 1986, Sep Average, Tanzania, United Republic of, TZA
23.6937, 1986, Oct Average, Tanzania, United Republic of, TZA
23.5677, 1986, Nov Average, Tanzania, United Republic of, TZA
23.2155, 1986, Dec Average, Tanzania, United Republic of, TZA
23.3007, 1987, Jan Average, Tanzania, United Republic of, TZA
23.5782, 1987, Feb Average, Tanzania, United Republic of, TZA
23.7091, 1987, Mar Average, Tanzania, United Republic of, TZA
23.3133, 1987, Apr Average, Tanzania, United Republic of, TZA
22.4134, 1987, May Average, Tanzania, United Republic of, TZA
20.561, 1987, Jun Average, Tanzania, United Republic of, TZA
20.4265, 1987, Jul Average, Tanzania, United Republic of, TZA
21.7195, 1987, Aug Average, Tanzania, United Republic of, TZA
23.3283, 1987, Sep Average, Tanzania, United Republic of, TZA
23.8977, 1987, Oct Average, Tanzania, United Republic of, TZA
24.0608, 1987, Nov Average, Tanzania, United Republic of, TZA
24.4027, 1987, Dec Average, Tanzania, United Republic of, TZA
24.0067, 1988, Jan Average, Tanzania, United Republic of, TZA
23.9404, 1988, Feb Average, Tanzania, United Republic of, TZA
23.8191, 1988, Mar Average, Tanzania, United Republic of, TZA
23.3247, 1988, Apr Average, Tanzania, United Republic of, TZA
21.9041, 1988, May Average, Tanzania, United Republic of, TZA
21.2771, 1988, Jun Average, Tanzania, United Republic of, TZA
20.7107, 1988, Jul Average, Tanzania, United Republic of, TZA
21.659, 1988, Aug Average, Tanzania, United Republic of, TZA
22.8614, 1988, Sep Average, Tanzania, United Republic of, TZA
23.7933, 1988, Oct Average, Tanzania, United Republic of, TZA
23.2784, 1988, Nov Average, Tanzania, United Republic of, TZA
23.1282, 1988, Dec Average, Tanzania, United Republic of, TZA
22.4444, 1989, Jan Average, Tanzania, United Republic of, TZA
22.8734, 1989, Feb Average, Tanzania, United Republic of, TZA
23.0333, 1989, Mar Average, Tanzania, United Republic of, TZA
22.2714, 1989, Apr Average, Tanzania, United Republic of, TZA
21.4656, 1989, May Average, Tanzania, United Republic of, TZA
20.2757, 1989, Jun Average, Tanzania, United Republic of, TZA
20.1404, 1989, Jul Average, Tanzania, United Republic of, TZA
21.014, 1989, Aug Average, Tanzania, United Republic of, TZA
22.3207, 1989, Sep Average, Tanzania, United Republic of, TZA
23.4688, 1989, Oct Average, Tanzania, United Republic of, TZA
23.5168, 1989, Nov Average, Tanzania, United Republic of, TZA
23.3461, 1989, Dec Average, Tanzania, United Republic of, TZA
22.9951, 1990, Jan Average, Tanzania, United Republic of, TZA
23.7197, 1990, Feb Average, Tanzania, United Republic of, TZA
23.4124, 1990, Mar Average, Tanzania, United Republic of, TZA
22.9749, 1990, Apr Average, Tanzania, United Republic of, TZA
22.2393, 1990, May Average, Tanzania, United Republic of, TZA
21.0534, 1990, Jun Average, Tanzania, United Republic of, TZA
20.3323, 1990, Jul Average, Tanzania, United Republic of, TZA
20.9903, 1990, Aug Average, Tanzania, United Republic of, TZA
22.2808, 1990, Sep Average, Tanzania, United Republic of, TZA
23.8195, 1990, Oct Average, Tanzania, United Republic of, TZA
24.3319, 1990, Nov Average, Tanzania, United Republic of, TZA
23.593, 1990, Dec Average, Tanzania, United Republic of, TZA
23.2964, 1991, Jan Average, Tanzania, United Republic of, TZA
23.8869, 1991, Feb Average, Tanzania, United Republic of, TZA
23.8262, 1991, Mar Average, Tanzania, United Republic of, TZA
22.8863, 1991, Apr Average, Tanzania, United Republic of, TZA
22.3924, 1991, May Average, Tanzania, United Republic of, TZA
21.0215, 1991, Jun Average, Tanzania, United Republic of, TZA
20.2659, 1991, Jul Average, Tanzania, United Republic of, TZA
20.975, 1991, Aug Average, Tanzania, United Republic of, TZA
22.5013, 1991, Sep Average, Tanzania, United Republic of, TZA
23.8302, 1991, Oct Average, Tanzania, United Republic of, TZA
23.5946, 1991, Nov Average, Tanzania, United Republic of, TZA
23.0522, 1991, Dec Average, Tanzania, United Republic of, TZA
23.2125, 1992, Jan Average, Tanzania, United Republic of, TZA
23.7753, 1992, Feb Average, Tanzania, United Republic of, TZA
23.973, 1992, Mar Average, Tanzania, United Republic of, TZA
23.4027, 1992, Apr Average, Tanzania, United Republic of, TZA
22.41, 1992, May Average, Tanzania, United Republic of, TZA
21.2521, 1992, Jun Average, Tanzania, United Republic of, TZA
20.1379, 1992, Jul Average, Tanzania, United Republic of, TZA
20.8108, 1992, Aug Average, Tanzania, United Republic of, TZA
22.5729, 1992, Sep Average, Tanzania, United Republic of, TZA
23.4173, 1992, Oct Average, Tanzania, United Republic of, TZA
23.7513, 1992, Nov Average, Tanzania, United Republic of, TZA
23.3125, 1992, Dec Average, Tanzania, United Republic of, TZA
22.7906, 1993, Jan Average, Tanzania, United Republic of, TZA
23.1904, 1993, Feb Average, Tanzania, United Republic of, TZA
23.0035, 1993, Mar Average, Tanzania, United Republic of, TZA
23.2851, 1993, Apr Average, Tanzania, United Republic of, TZA
22.5083, 1993, May Average, Tanzania, United Republic of, TZA
20.9756, 1993, Jun Average, Tanzania, United Republic of, TZA
20.0911, 1993, Jul Average, Tanzania, United Republic of, TZA
21.0564, 1993, Aug Average, Tanzania, United Republic of, TZA
22.2321, 1993, Sep Average, Tanzania, United Republic of, TZA
23.4707, 1993, Oct Average, Tanzania, United Republic of, TZA
23.9921, 1993, Nov Average, Tanzania, United Republic of, TZA
23.8377, 1993, Dec Average, Tanzania, United Republic of, TZA
23.2687, 1994, Jan Average, Tanzania, United Republic of, TZA
23.6621, 1994, Feb Average, Tanzania, United Republic of, TZA
23.3238, 1994, Mar Average, Tanzania, United Republic of, TZA
22.8362, 1994, Apr Average, Tanzania, United Republic of, TZA
22.1995, 1994, May Average, Tanzania, United Republic of, TZA
20.8268, 1994, Jun Average, Tanzania, United Republic of, TZA
20.1401, 1994, Jul Average, Tanzania, United Republic of, TZA
21.5768, 1994, Aug Average, Tanzania, United Republic of, TZA
22.9136, 1994, Sep Average, Tanzania, United Republic of, TZA
23.6889, 1994, Oct Average, Tanzania, United Republic of, TZA
23.9437, 1994, Nov Average, Tanzania, United Republic of, TZA
23.5094, 1994, Dec Average, Tanzania, United Republic of, TZA
23.4032, 1995, Jan Average, Tanzania, United Republic of, TZA
23.4539, 1995, Feb Average, Tanzania, United Republic of, TZA
23.6541, 1995, Mar Average, Tanzania, United Republic of, TZA
23.166, 1995, Apr Average, Tanzania, United Republic of, TZA
22.3057, 1995, May Average, Tanzania, United Republic of, TZA
21.0925, 1995, Jun Average, Tanzania, United Republic of, TZA
20.7479, 1995, Jul Average, Tanzania, United Republic of, TZA
21.9756, 1995, Aug Average, Tanzania, United Republic of, TZA
22.7936, 1995, Sep Average, Tanzania, United Republic of, TZA
24.2242, 1995, Oct Average, Tanzania, United Republic of, TZA
24.4622, 1995, Nov Average, Tanzania, United Republic of, TZA
23.8183, 1995, Dec Average, Tanzania, United Republic of, TZA
23.8167, 1996, Jan Average, Tanzania, United Republic of, TZA
23.4225, 1996, Feb Average, Tanzania, United Republic of, TZA
23.5117, 1996, Mar Average, Tanzania, United Republic of, TZA
22.4305, 1996, Apr Average, Tanzania, United Republic of, TZA
22.1134, 1996, May Average, Tanzania, United Republic of, TZA
20.9093, 1996, Jun Average, Tanzania, United Republic of, TZA
20.4713, 1996, Jul Average, Tanzania, United Republic of, TZA
21.2081, 1996, Aug Average, Tanzania, United Republic of, TZA
22.449, 1996, Sep Average, Tanzania, United Republic of, TZA
23.4095, 1996, Oct Average, Tanzania, United Republic of, TZA
24.4791, 1996, Nov Average, Tanzania, United Republic of, TZA
24.1819, 1996, Dec Average, Tanzania, United Republic of, TZA
24.107, 1997, Jan Average, Tanzania, United Republic of, TZA
23.5433, 1997, Feb Average, Tanzania, United Republic of, TZA
23.7155, 1997, Mar Average, Tanzania, United Republic of, TZA
23.047, 1997, Apr Average, Tanzania, United Republic of, TZA
22.1473, 1997, May Average, Tanzania, United Republic of, TZA
21.4885, 1997, Jun Average, Tanzania, United Republic of, TZA
20.7248, 1997, Jul Average, Tanzania, United Republic of, TZA
20.9977, 1997, Aug Average, Tanzania, United Republic of, TZA
23.3171, 1997, Sep Average, Tanzania, United Republic of, TZA
24.0648, 1997, Oct Average, Tanzania, United Republic of, TZA
24.2098, 1997, Nov Average, Tanzania, United Republic of, TZA
23.351, 1997, Dec Average, Tanzania, United Republic of, TZA
23.3318, 1998, Jan Average, Tanzania, United Republic of, TZA
24.1918, 1998, Feb Average, Tanzania, United Republic of, TZA
24.2946, 1998, Mar Average, Tanzania, United Republic of, TZA
23.0458, 1998, Apr Average, Tanzania, United Republic of, TZA
22.341, 1998, May Average, Tanzania, United Republic of, TZA
21.314, 1998, Jun Average, Tanzania, United Republic of, TZA
20.9583, 1998, Jul Average, Tanzania, United Republic of, TZA
21.7084, 1998, Aug Average, Tanzania, United Republic of, TZA
22.9832, 1998, Sep Average, Tanzania, United Republic of, TZA
24.0758, 1998, Oct Average, Tanzania, United Republic of, TZA
24.5195, 1998, Nov Average, Tanzania, United Republic of, TZA
23.6648, 1998, Dec Average, Tanzania, United Republic of, TZA
23.9696, 1999, Jan Average, Tanzania, United Republic of, TZA
24.3845, 1999, Feb Average, Tanzania, United Republic of, TZA
23.5383, 1999, Mar Average, Tanzania, United Republic of, TZA
22.7705, 1999, Apr Average, Tanzania, United Republic of, TZA
22.2828, 1999, May Average, Tanzania, United Republic of, TZA
20.8605, 1999, Jun Average, Tanzania, United Republic of, TZA
20.339, 1999, Jul Average, Tanzania, United Republic of, TZA
21.4792, 1999, Aug Average, Tanzania, United Republic of, TZA
22.7581, 1999, Sep Average, Tanzania, United Republic of, TZA
23.3471, 1999, Oct Average, Tanzania, United Republic of, TZA
23.7117, 1999, Nov Average, Tanzania, United Republic of, TZA
23.9747, 1999, Dec Average, Tanzania, United Republic of, TZA
23.3864, 2000, Jan Average, Tanzania, United Republic of, TZA
23.6904, 2000, Feb Average, Tanzania, United Republic of, TZA
23.4749, 2000, Mar Average, Tanzania, United Republic of, TZA
23.368, 2000, Apr Average, Tanzania, United Republic of, TZA
22.9389, 2000, May Average, Tanzania, United Republic of, TZA
20.9288, 2000, Jun Average, Tanzania, United Republic of, TZA
20.6888, 2000, Jul Average, Tanzania, United Republic of, TZA
21.7604, 2000, Aug Average, Tanzania, United Republic of, TZA
22.6886, 2000, Sep Average, Tanzania, United Republic of, TZA
23.7659, 2000, Oct Average, Tanzania, United Republic of, TZA
23.8316, 2000, Nov Average, Tanzania, United Republic of, TZA
23.1036, 2000, Dec Average, Tanzania, United Republic of, TZA
23.1727, 2001, Jan Average, Tanzania, United Republic of, TZA
23.8908, 2001, Feb Average, Tanzania, United Republic of, TZA
23.8885, 2001, Mar Average, Tanzania, United Republic of, TZA
23.0127, 2001, Apr Average, Tanzania, United Republic of, TZA
22.4405, 2001, May Average, Tanzania, United Republic of, TZA
20.6652, 2001, Jun Average, Tanzania, United Republic of, TZA
20.4921, 2001, Jul Average, Tanzania, United Republic of, TZA
21.7855, 2001, Aug Average, Tanzania, United Republic of, TZA
23.086, 2001, Sep Average, Tanzania, United Republic of, TZA
24.2399, 2001, Oct Average, Tanzania, United Republic of, TZA
24.3042, 2001, Nov Average, Tanzania, United Republic of, TZA
23.9748, 2001, Dec Average, Tanzania, United Republic of, TZA
23.5558, 2002, Jan Average, Tanzania, United Republic of, TZA
23.6148, 2002, Feb Average, Tanzania, United Republic of, TZA
23.8027, 2002, Mar Average, Tanzania, United Republic of, TZA
23.265, 2002, Apr Average, Tanzania, United Republic of, TZA
22.5738, 2002, May Average, Tanzania, United Republic of, TZA
20.9064, 2002, Jun Average, Tanzania, United Republic of, TZA
21.4192, 2002, Jul Average, Tanzania, United Republic of, TZA
21.9737, 2002, Aug Average, Tanzania, United Republic of, TZA
23.0615, 2002, Sep Average, Tanzania, United Republic of, TZA
24.4674, 2002, Oct Average, Tanzania, United Republic of, TZA
24.2129, 2002, Nov Average, Tanzania, United Republic of, TZA
23.9342, 2002, Dec Average, Tanzania, United Republic of, TZA
24.0021, 2003, Jan Average, Tanzania, United Republic of, TZA
24.1908, 2003, Feb Average, Tanzania, United Republic of, TZA
24.6746, 2003, Mar Average, Tanzania, United Republic of, TZA
23.72, 2003, Apr Average, Tanzania, United Republic of, TZA
22.8171, 2003, May Average, Tanzania, United Republic of, TZA
21.6211, 2003, Jun Average, Tanzania, United Republic of, TZA
20.4182, 2003, Jul Average, Tanzania, United Republic of, TZA
21.6895, 2003, Aug Average, Tanzania, United Republic of, TZA
23.1725, 2003, Sep Average, Tanzania, United Republic of, TZA
24.3448, 2003, Oct Average, Tanzania, United Republic of, TZA
24.9328, 2003, Nov Average, Tanzania, United Republic of, TZA
24.351, 2003, Dec Average, Tanzania, United Republic of, TZA
24.4013, 2004, Jan Average, Tanzania, United Republic of, TZA
24.2888, 2004, Feb Average, Tanzania, United Republic of, TZA
24.0985, 2004, Mar Average, Tanzania, United Republic of, TZA
22.9856, 2004, Apr Average, Tanzania, United Republic of, TZA
22.2803, 2004, May Average, Tanzania, United Republic of, TZA
20.7443, 2004, Jun Average, Tanzania, United Republic of, TZA
20.7864, 2004, Jul Average, Tanzania, United Republic of, TZA
22.4771, 2004, Aug Average, Tanzania, United Republic of, TZA
22.8375, 2004, Sep Average, Tanzania, United Republic of, TZA
23.7663, 2004, Oct Average, Tanzania, United Republic of, TZA
24.2826, 2004, Nov Average, Tanzania, United Republic of, TZA
23.1348, 2004, Dec Average, Tanzania, United Republic of, TZA
23.4925, 2005, Jan Average, Tanzania, United Republic of, TZA
25.2944, 2005, Feb Average, Tanzania, United Republic of, TZA
24.6083, 2005, Mar Average, Tanzania, United Republic of, TZA
23.571, 2005, Apr Average, Tanzania, United Republic of, TZA
22.6084, 2005, May Average, Tanzania, United Republic of, TZA
21.9924, 2005, Jun Average, Tanzania, United Republic of, TZA
20.7672, 2005, Jul Average, Tanzania, United Republic of, TZA
21.8186, 2005, Aug Average, Tanzania, United Republic of, TZA
23.1577, 2005, Sep Average, Tanzania, United Republic of, TZA
24.0881, 2005, Oct Average, Tanzania, United Republic of, TZA
24.5305, 2005, Nov Average, Tanzania, United Republic of, TZA
25.0786, 2005, Dec Average, Tanzania, United Republic of, TZA
24.2426, 2006, Jan Average, Tanzania, United Republic of, TZA
24.1783, 2006, Feb Average, Tanzania, United Republic of, TZA
24.1336, 2006, Mar Average, Tanzania, United Republic of, TZA
22.4615, 2006, Apr Average, Tanzania, United Republic of, TZA
22.3043, 2006, May Average, Tanzania, United Republic of, TZA
21.0464, 2006, Jun Average, Tanzania, United Republic of, TZA
20.6785, 2006, Jul Average, Tanzania, United Republic of, TZA
21.9098, 2006, Aug Average, Tanzania, United Republic of, TZA
22.5307, 2006, Sep Average, Tanzania, United Republic of, TZA
24.4783, 2006, Oct Average, Tanzania, United Republic of, TZA
23.5329, 2006, Nov Average, Tanzania, United Republic of, TZA
22.7713, 2006, Dec Average, Tanzania, United Republic of, TZA
23.2148, 2007, Jan Average, Tanzania, United Republic of, TZA
23.2439, 2007, Feb Average, Tanzania, United Republic of, TZA
23.3079, 2007, Mar Average, Tanzania, United Republic of, TZA
22.8675, 2007, Apr Average, Tanzania, United Republic of, TZA
22.4509, 2007, May Average, Tanzania, United Republic of, TZA
21.0342, 2007, Jun Average, Tanzania, United Republic of, TZA
20.1355, 2007, Jul Average, Tanzania, United Republic of, TZA
21.5293, 2007, Aug Average, Tanzania, United Republic of, TZA
23.6373, 2007, Sep Average, Tanzania, United Republic of, TZA
24.2981, 2007, Oct Average, Tanzania, United Republic of, TZA
24.0232, 2007, Nov Average, Tanzania, United Republic of, TZA
23.5991, 2007, Dec Average, Tanzania, United Republic of, TZA
23.4361, 2008, Jan Average, Tanzania, United Republic of, TZA
22.5983, 2008, Feb Average, Tanzania, United Republic of, TZA
22.7225, 2008, Mar Average, Tanzania, United Republic of, TZA
22.3311, 2008, Apr Average, Tanzania, United Republic of, TZA
21.9202, 2008, May Average, Tanzania, United Republic of, TZA
20.1372, 2008, Jun Average, Tanzania, United Republic of, TZA
20.477, 2008, Jul Average, Tanzania, United Republic of, TZA
21.6788, 2008, Aug Average, Tanzania, United Republic of, TZA
23.503, 2008, Sep Average, Tanzania, United Republic of, TZA
24.09, 2008, Oct Average, Tanzania, United Republic of, TZA
24.0079, 2008, Nov Average, Tanzania, United Republic of, TZA
23.6105, 2008, Dec Average, Tanzania, United Republic of, TZA
24.0206, 2009, Jan Average, Tanzania, United Republic of, TZA
23.1646, 2009, Feb Average, Tanzania, United Republic of, TZA
23.5705, 2009, Mar Average, Tanzania, United Republic of, TZA
22.7992, 2009, Apr Average, Tanzania, United Republic of, TZA
22.3534, 2009, May Average, Tanzania, United Republic of, TZA
21.6265, 2009, Jun Average, Tanzania, United Republic of, TZA
20.5867, 2009, Jul Average, Tanzania, United Republic of, TZA
21.9359, 2009, Aug Average, Tanzania, United Republic of, TZA
23.5021, 2009, Sep Average, Tanzania, United Republic of, TZA
24.4421, 2009, Oct Average, Tanzania, United Republic of, TZA
23.8286, 2009, Nov Average, Tanzania, United Republic of, TZA
24.305, 2009, Dec Average, Tanzania, United Republic of, TZA
24.0002, 2010, Jan Average, Tanzania, United Republic of, TZA
23.8388, 2010, Feb Average, Tanzania, United Republic of, TZA
23.8277, 2010, Mar Average, Tanzania, United Republic of, TZA
23.5826, 2010, Apr Average, Tanzania, United Republic of, TZA
22.7242, 2010, May Average, Tanzania, United Republic of, TZA
21.276, 2010, Jun Average, Tanzania, United Republic of, TZA
20.7819, 2010, Jul Average, Tanzania, United Republic of, TZA
21.6022, 2010, Aug Average, Tanzania, United Republic of, TZA
23.0009, 2010, Sep Average, Tanzania, United Republic of, TZA
24.7369, 2010, Oct Average, Tanzania, United Republic of, TZA
24.3791, 2010, Nov Average, Tanzania, United Republic of, TZA
23.9614, 2010, Dec Average, Tanzania, United Republic of, TZA
23.4426, 2011, Jan Average, Tanzania, United Republic of, TZA
23.395, 2011, Feb Average, Tanzania, United Republic of, TZA
23.2835, 2011, Mar Average, Tanzania, United Republic of, TZA
23.1149, 2011, Apr Average, Tanzania, United Republic of, TZA
22.7057, 2011, May Average, Tanzania, United Republic of, TZA
21.4746, 2011, Jun Average, Tanzania, United Republic of, TZA
20.7093, 2011, Jul Average, Tanzania, United Republic of, TZA
21.6237, 2011, Aug Average, Tanzania, United Republic of, TZA
22.9992, 2011, Sep Average, Tanzania, United Republic of, TZA
23.5043, 2011, Oct Average, Tanzania, United Republic of, TZA
23.4204, 2011, Nov Average, Tanzania, United Republic of, TZA
23.2982, 2011, Dec Average, Tanzania, United Republic of, TZA
22.998, 2012, Jan Average, Tanzania, United Republic of, TZA
23.6619, 2012, Feb Average, Tanzania, United Republic of, TZA
23.6267, 2012, Mar Average, Tanzania, United Republic of, TZA
22.6967, 2012, Apr Average, Tanzania, United Republic of, TZA
22.1184, 2012, May Average, Tanzania, United Republic of, TZA
20.9237, 2012, Jun Average, Tanzania, United Republic of, TZA
20.6298, 2012, Jul Average, Tanzania, United Republic of, TZA
21.9907, 2012, Aug Average, Tanzania, United Republic of, TZA
23.182, 2012, Sep Average, Tanzania, United Republic of, TZA
24.66, 2012, Oct Average, Tanzania, United Republic of, TZA
24.2678, 2012, Nov Average, Tanzania, United Republic of, TZA
23.7015, 2012, Dec Average, Tanzania, United Republic of, TZA
23.7156, 2013, Jan Average, Tanzania, United Republic of, TZA
23.95, 2013, Feb Average, Tanzania, United Republic of, TZA
23.573, 2013, Mar Average, Tanzania, United Republic of, TZA
22.1629, 2013, Apr Average, Tanzania, United Republic of, TZA
22.3001, 2013, May Average, Tanzania, United Republic of, TZA
20.6108, 2013, Jun Average, Tanzania, United Republic of, TZA
20.9818, 2013, Jul Average, Tanzania, United Republic of, TZA
21.6901, 2013, Aug Average, Tanzania, United Republic of, TZA
23.5657, 2013, Sep Average, Tanzania, United Republic of, TZA
24.1138, 2013, Oct Average, Tanzania, United Republic of, TZA
24.5623, 2013, Nov Average, Tanzania, United Republic of, TZA
23.6622, 2013, Dec Average, Tanzania, United Republic of, TZA
23.5772, 2014, Jan Average, Tanzania, United Republic of, TZA
